"uid","namedLocation","domainID","siteID","plotID","date","editedDate","individualID","patchOrIndividual","canopyPosition","plantStatus","stemDiameter","measurementHeight","maxCanopyDiameter","ninetyCanopyDiameter","patchSize","percentCover","height","diseaseType","samplingProtocolVersion","measuredBy","recordedBy","remarks","dataQF"
"982e944e-8859-4fe2-a576-9f7c09a6ddd2","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06041","Individual","Full shade","live",3.2,10,0.7,0.6,NA,NA,0.9,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"ad6557f7-276d-4578-9884-8004b9b20885","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06049","Individual","Full shade","live",NA,NA,1.2,1.2,NA,NA,0.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"78cca805-7d33-4afd-8eef-e1f63bb7674c","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06051","Individual","Mostly shaded","live",3,10,0.5,0.5,NA,NA,1.9,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"2dfb944e-79b4-438a-82da-2537f138a525","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06030","Individual","Full shade","live",NA,NA,0.8,0.8,NA,NA,0.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"f58d9d46-e3f0-4a69-9290-7cd35fd37496","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06024","Individual","Partially shaded","live",14,130,3,2.1,NA,NA,10.9,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"016b9a3e-2917-4861-ab72-f08e4c42b39f","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06054","Individual","Full shade","live",NA,NA,1.1,0.9,NA,NA,0.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"eef60b0a-1907-45b5-a4d6-7ebeb128c468","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06022","Individual","Mostly shaded","live",NA,NA,0.6,0.5,NA,NA,0.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"63b238d5-39a1-4433-9a76-a0ac5c8b3509","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06012","Individual","Mostly shaded","live",NA,NA,0.7,0.7,NA,NA,0.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"7e8c2151-a930-436e-a908-c79200bf9e03","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06063","Individual","Partially shaded","live",48,130,16.4,15.1,NA,NA,16.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"95a17708-60a0-4e3e-acc3-50de4d3c0273","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06023","Individual","Mostly shaded","live",1.8,130,0.8,0.8,NA,NA,2,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"bf605ea2-5aee-4675-9bf5-cf556d1d7f83","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06067","Individual","Partially shaded","live",13,130,4,3.3,NA,NA,10.7,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"ef20bbb8-6f3b-4aaf-ad9f-2f6bb7092696","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06010","Individual","Full sun","live",3.3,130,7.4,6.8,NA,NA,15.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"ef13f5e0-7700-4ccf-85cc-b76f3ef2d7de","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06034","Individual","","live",NA,NA,0.9,0.8,NA,NA,0.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"46698c15-7e12-41f7-9ad8-5095141cdc5b","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06007","Individual","Mostly shaded","live",6,130,2.5,2.2,NA,NA,6.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"dc782b4b-a4ae-4051-baf1-839f691ae675","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06044","Individual","Mostly shaded","live",4.3,130,1.5,0.9,NA,NA,3.1,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"b85a41fa-e0ff-4ebe-9c76-7336530f2880","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06055","Individual","Mostly shaded","live",22,130,5.5,4.5,NA,NA,15.2,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"dc2d2bb0-4ce8-41b5-b95e-9851b0edaa4d","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06045","Individual","Partially shaded","live",17.5,130,4.6,3.8,NA,NA,9.7,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"adb62bfa-baab-4fb4-8a37-38995e78d7c1","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06027","Individual","Full sun","live",19,130,5.5,4.4,NA,NA,11.9,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"357b775c-8cde-40aa-905e-6083855842a8","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06037","Individual","Partially shaded","live",36,130,10.1,9.8,NA,NA,12.2,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"3c4d2e07-fd0f-4d07-9d61-d62714a9fd76","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06039","Individual","Partially shaded","live",15,130,4.6,3.3,NA,NA,11.7,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"afab2f32-1cf5-4105-b08c-e3cab56f44f9","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06029","Individual","Full shade","live",1.6,130,1,0.8,NA,NA,2.1,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"a919aed9-d28a-48a7-be7e-dadf99dc559c","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06035","Individual","Open Grown","live",47,130,11.3,10.1,NA,NA,17.7,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"a375ce0e-80c1-4b16-9539-b219bb8f5515","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06068","Individual","Mostly shaded","live",7,130,2.1,1.6,NA,NA,7.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"567481ad-4f95-4948-91ab-aae446b5c3ea","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06042","Individual","Full shade","live",NA,NA,1.1,1.1,NA,NA,0.6,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"76c55f63-2dad-40cc-ace6-93255358623f","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06031","Individual","Mostly shaded","live",2.8,130,1.3,0.9,NA,NA,2.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"b702f77e-52a7-458c-a57f-f2bae97c027a","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06038","Individual","Full shade","live",NA,NA,1.2,1.1,NA,NA,0.5,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"b329e0fc-ebec-48ab-95f9-e7e4d5dc42be","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06066","Individual","Open Grown","live",37,130,9.6,9,NA,NA,14.9,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"d172ed6e-588a-4f80-9cb7-86b06cd93056","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06065","Individual","Mostly shaded","live",NA,NA,0.5,0.4,NA,NA,0.3,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"e6238af0-f295-4782-a64c-0fde86699517","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2014-09-22","2015-03-12","NEON.PLA.D03.OSBS.06047","Individual","Full shade","live",NA,NA,1,0.9,NA,NA,0.4,"",NA,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","w/KL6MXJXvQ9p4XzhV28GG2D83wW5unkeKKvBIBIGMI=",NA,NA
"4f308966-ee18-4ce1-9fa3-dc23a47043fd","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06080","Individual","Full sun","Live",42.3,130,10.8,9.8,NA,NA,17.1,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"5457e613-849c-478c-873b-cfe84d826e70","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2013-09-19","NEON.PLA.D03.OSBS.06060","Individual","Mostly shaded","Live",5.3,10,0.8,0.7,NA,NA,1.3,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"fef62926-0847-47b0-a29c-eff1235db297","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-01","NEON.PLA.D03.OSBS.06030","Individual","Mostly shaded","Live",NA,NA,1,0.7,NA,NA,0.4,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"8a672f86-afbf-434f-8138-544b4b66d62d","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06067","Individual","Partially shaded","Live",13.4,130,5.1,2.3,NA,NA,11,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"a5a87bb7-e002-418f-80c0-e8bc0d4e02fe","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2013-09-19","NEON.PLA.D03.OSBS.06046","Individual","Full sun","Live",37.4,130,12.8,10.6,NA,NA,15.4,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"5c7c743d-9a32-4949-9266-7903ff786bc8","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2018-07-03","NEON.PLA.D03.OSBS.06422","Individual","Partially shaded","Live, insect damaged",9.4,130,1.1,1.1,NA,NA,8.2,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"6f9d3c6d-8e7b-4b5f-b39e-05d5c241d322","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06048","Individual","Partially shaded","Live",25.6,130,9.7,8.2,NA,NA,10.8,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"cf7ee3f7-3f99-41a3-af6a-c042b96acd7c","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06039","Individual","Full sun","Live",16.6,130,5.3,4.8,NA,NA,13.6,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"3ec4490e-9a8c-4ab8-8695-ff3319464024","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2013-09-19","NEON.PLA.D03.OSBS.06045","Individual","Partially shaded","Live",18.9,130,6.8,6.1,NA,NA,9.3,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"9732dfe5-99dc-457c-b435-a6599433b1ba","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2018-07-03","NEON.PLA.D03.OSBS.06423","Individual","Partially shaded","Live",28.4,130,9.8,6,NA,NA,11.4,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"d784a932-4ec4-4287-ad40-1c939d019703","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-01","NEON.PLA.D03.OSBS.03857","Individual","","",15.7,130,4.9,3.6,NA,NA,10.3,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"c947fa5e-0aa3-492e-8f92-5634d7da7f6d","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-01","NEON.PLA.D03.OSBS.06010","Individual","Full sun","Live",33.7,130,7.7,6.8,NA,NA,16,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"3e3e6ccb-ba89-4847-8341-b39860d15e16","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2013-09-19","NEON.PLA.D03.OSBS.06077","Individual","Partially shaded","Live",22.1,130,7.3,4.5,NA,NA,16.2,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"26d6db22-4c71-49d3-b946-bf5a60d70d35","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06038","Individual","Partially shaded","Live",NA,NA,0.9,0.9,NA,NA,0.5,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"7cd5ee30-9c84-4bf6-b2d7-0da4f02af019","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06369","Individual","Partially shaded","Live",4.1,130,1.3,0.6,NA,NA,3.3,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"c7d40667-4842-4b1f-9589-971cd5813829","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2013-09-19","NEON.PLA.D03.OSBS.06036","Individual","Partially shaded","Live",2.5,130,1,0.8,NA,NA,2.2,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"60973a8a-4123-4359-8f17-80cdb849f5ae","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06358","Individual","Full sun","Live, disease damaged",11.6,130,4.2,2.7,NA,NA,11.9,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"8da5015e-53b0-4fac-830a-aebf60437436","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2018-09-27","NEON.PLA.D03.OSBS.06378","Individual","Full sun","Live, insect damaged",15.8,130,6.6,4.9,NA,NA,9.5,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"8a4e476e-fb4c-45f0-ab45-0b8e712721f2","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06079","Individual","Partially shaded","Live",NA,NA,1,0.9,NA,NA,0.4,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"61cde9f7-a95c-449e-854c-cb5253ef0e03","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06044","Individual","Mostly shaded","Live",7,130,1.6,1.6,NA,NA,5.4,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"65b46746-12eb-44a3-aa75-718e117482bd","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06040","Individual","Partially shaded","Live, disease damaged",3.4,10,0.7,0.6,NA,NA,1.8,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"e30849f1-74f6-4a81-93b3-bf668c12ebc0","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06088","Individual","Full sun","Live",21.5,130,6.9,6.8,NA,NA,14.8,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"9526e773-d4f4-4cb1-8285-6f831b46dff0","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06085","Individual","Partially shaded","Live, disease damaged",8,130,2.4,1,NA,NA,10.7,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"85361110-59c3-4588-9834-d8cecaefd729","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06050","Individual","Partially shaded","Live",20.6,130,5.4,3.6,NA,NA,14.8,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"18564e41-6e24-42e3-b67a-fcff29554a9b","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06352","Individual","Partially shaded","Live",NA,NA,0.8,0.7,NA,NA,0.5,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"78154f3d-e4c4-4fee-9964-04ad85193370","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06357","Individual","Full sun","Live",3.1,130,1.1,0.8,NA,NA,2.8,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"6ce99957-b220-49a8-bec5-5cc2eec60950","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-01","NEON.PLA.D03.OSBS.06035","Individual","Full sun","Live, disease damaged",48,130,12.6,9.4,NA,NA,17.1,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"c5f720ce-9944-4042-9b3f-5cf373ede50f","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06049","Individual","Partially shaded","Live",NA,NA,1.2,1,NA,NA,0.3,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"9b3aa24e-2245-4ccd-9166-258966fefcab","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2013-09-19","NEON.PLA.D03.OSBS.06037","Individual","Partially shaded","Live",37.2,130,12.2,8.9,NA,NA,11.4,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"1468ebdd-57d2-4669-b91b-c0cfc878805f","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-07","NEON.PLA.D03.OSBS.06069","Individual","Mostly shaded","Live",NA,NA,0.9,0.7,NA,NA,0.4,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
"5e8e066e-c716-45e9-8576-faee7f072041","OSBS_045.phenology.phe","D03","OSBS","OSBS_045","2018-09-27","2017-08-01","NEON.PLA.D03.OSBS.06027","Individual","Full sun","Live, insect damaged",19.4,130,5.6,5.1,NA,NA,12.7,NA,"NEON.DOC.014040vH","YK5ulgcjQA5R7y4cKoPJR4j3Fle/NLuF4bqgrxO8ID4=","q+sogNxuTpaaq3nt4H3feKdAxSnPr68l","",NA
